Unnamed: 0,Unnamed: 1,Underweight,Unnamed: 3,Unnamed: 4,Unnamed: 5,Healthy weight,Unnamed: 7,Unnamed: 8,Unnamed: 9,Overweight,Unnamed: 11,Unnamed: 12,Unnamed: 13,Obese,Unnamed: 15,Unnamed: 16,Unnamed: 17,Number of children measured,Unnamed: 19,Participation rate,Unnamed: 21
,,Reception,,Year 6,,Reception,,Year 6,,Reception,,Year 6,,Reception,,Year 6,,,,,
Code,Area,Prevalence (%),95% confidence interval ±,Prevalence (%),95% confidence interval ±,Prevalence (%),95% confidence interval ±,Prevalence (%),95% confidence interval ±,Prevalence (%),95% confidence interval ±,Prevalence (%),95% confidence interval ±,Prevalence (%),95% confidence interval ±,Prevalence (%),95% confidence interval ±,Reception,Year 6,Reception,Year 6
,,,,,,,,,,,,,,,,,,,,,
00AB,Barking and Dagenham,1.048359824146094,0.3671660855821682,1.2711864406779663,0.4765403493241178,71.1531958065607,1.633209641056069,57.485875706214685,2.102908074951498,13.966858302333446,1.2496204705497238,16.99623352165725,1.597711417089245,13.831586066959755,1.2445315689877658,24.246704331450093,1.8230568761995465,2957,2124,0.9471492632927611,0.9
00AC,Barnet,1.210576616756929,0.38262468680953576,1.8564798286326314,0.4999712230374203,76.93532972284167,1.4738665291637119,64.26276329882185,1.7750445515638895,12.105766167569291,1.1412951040960269,14.244912531238842,1.2945800673537569,9.748327492832113,1.037801528969583,19.635844341306676,1.4713807123322886,3139,2801,0.847004856988667,0.8531830642704843
00AD,Bexley,0.7086907870197687,0.31758845465855784,0.8775428799361786,0.36515542792252426,73.62924281984334,1.6682731537724544,61.8667730355006,1.9016827575137434,14.509511376352108,1.3334169987760165,15.955325089748703,1.4337237754259196,11.152555016784781,1.19176424791975,21.30035899481452,1.6030142937016822,2681,2507,0.9554526015680684,0.9001795332136445
00AE,Brent,2.9165373875271485,0.5810208613205773,2.9306647605432454,0.6250661155078701,73.37883959044369,1.5261043628749897,59.11365260900643,1.821943531491585,12.131554452373566,1.127353248680417,14.260185847033597,1.2958529433640291,11.5730685696556,1.104591923317416,23.695496783416726,1.575831768598655,3223,2798,0.9083990980834273,0.9057947555843315
00AF,Bromley,0.7921419518377694,0.30933064905392516,0.7757404795486601,0.32295255135191375,78.45373891001267,1.4346342380710857,68.37094499294781,1.7117898974645422,12.927756653992395,1.170711435152945,14.492242595204512,1.2958123516170414,7.826362484157161,0.9371988606313654,16.361071932299012,1.3617007150528548,3156,2836,0.9387269482450922,0.9101412066752247
00AG,Camden,0.8867667121418827,0.48006472096340225,1.5071590052750565,0.6557800458065164,75.44338335607094,2.2040635998290052,62.24566691785983,2.609241592245041,12.551159618008187,1.6964780015550203,13.790504898266768,1.8558546663180489,11.118690313778991,1.6097606922919954,22.456669178598343,2.246059337802541,1466,1327,0.9657444005270093,0.947180585296217
00AH,Croydon,1.1494252873563218,0.34161919339074054,1.3642960812772134,0.38742523899680714,75.88879978615344,1.370915058161631,60.37735849056604,1.6335231235056233,12.4031007751938,1.0563839463241762,14.920174165457183,1.18991725451935,10.558674151296445,0.9848863033913471,23.338171262699564,1.4126660834692588,3741,3445,0.9269078295341923,0.9265734265734266
00AJ,Ealing,1.5123859191655802,0.3863173005092541,2.1355617455896008,0.498557610316571,75.48891786179922,1.361585379246936,60.724233983286915,1.6841865099493178,11.786179921773142,1.0206501054248696,16.03218817703497,1.2653178903807003,11.21251629726206,0.9987331250229979,21.108016094088516,1.4073009372390022,3835,3231,0.979565772669221,0.9702702702702702
00AK,Enfield,1.0347572300344918,0.32311210298634735,1.347305389221557,0.3910455796632126,70.78800742902627,1.4519547392347798,57.24550898203593,1.6780367286251578,13.743698593791457,1.0993598479506372,16.317365269461078,1.2533794559424483,14.433536747147786,1.1220980711858008,25.08982035928144,1.4704798463871218,3769,3340,0.8920710059171597,0.9027027027027027
00AL,Greenwich,1.0476512335248396,0.36691918834277903,1.36986301369863,0.47901066046473406,71.71341669482933,1.623078256601788,57.44586831639417,2.037520826099827,14.869888475836431,1.2821666104759162,16.305788775961112,1.5223706662971714,12.369043595809396,1.1864401691229438,24.87847989394609,1.7815413007860441,2959,2263,0.9508354755784062,0.8812305295950156
00AM1,Hackney,0.8764940239043826,0.364720829813211,1.729106628242075,0.5600610764779776,71.07569721115537,1.7741477069282623,57.30067243035543,2.1252128249120537,13.466135458167331,1.3357103754713673,15.946205571565802,1.572966204923925,14.581673306772908,1.3809468765575366,25.024015369836693,1.8610225646307426,2510,2082,0.948051948051948,0.9210762331838565
00AN,Hammersmith and Fulham,1.4524328249818446,0.6321350269272776,1.0353753235547885,0.5830189988285508,74.43718228031953,2.3048262855845487,60.05176876617774,2.82101561882363,12.708787218591139,1.7598521861147902,15.185504745470233,2.0670142381937255,11.40159767610748,1.6793246984371801,23.727351164797238,2.4502074429715357,1377,1159,0.9800711743772242,0.9847068819031436
00AP,Haringey,1.2929292929292928,0.44515346966362,1.3488372093023255,0.48770898494366166,77.17171717171716,1.6539179005211353,63.2093023255814,2.038869332325622,11.393939393939394,1.2520362701491938,14.325581395348838,1.4811928076378345,10.141414141414142,1.1895351845484787,21.11627906976744,1.725568776392321,2475,2150,0.8308157099697885,0.8122402720060445
00AQ,Harrow,5.1248923341946595,0.8970755801990566,3.983516483516483,0.820403360569907,79.93109388458225,1.6294095210575934,63.96520146520146,2.013975385501747,8.05340223944875,1.107052070036859,14.46886446886447,1.4757084578332729,6.890611541774333,1.0304718716498855,17.582417582417584,1.5968732793893783,2322,2184,0.891362763915547,0.9126619306310071
00AR,Havering,0.6913379422529483,0.3275638097059252,1.050080775444265,0.4015869256854298,75.0305002033347,1.711122073850738,63.65105008077544,1.894999982675569,13.460756405042702,1.3492686561419749,16.033925686591278,1.4455474338770595,10.817405449369662,1.227888005886322,19.264943457189016,1.5537295859919842,2459,2476,0.9407039020657996,0.9252615844544095
00AS,Hillingdon,1.7696460707858428,0.4476066155295849,2.2618231665524333,0.5395619521161782,76.69466106778644,1.435293480303257,62.88553803975325,1.7531813881148748,11.427714457108578,1.0800877737211045,14.29061000685401,1.2700460328454823,10.107978404319136,1.0233475652010995,20.5620287868403,1.4666514971764126,3334,2918,0.897442799461642,0.9355562680346264
00AT,Hounslow,2.180794934927893,0.5369768138932511,1.6328331862312444,0.5219272577891061,73.05663032008441,1.6311422147485228,59.97352162400706,2.017750456397549,12.099894477664439,1.1990065176693678,15.004413062665488,1.4706918381384408,12.662680267323251,1.2226405759726582,23.389232127096204,1.7432789156055788,2843,2266,0.9895579533588583,0.9895196506550218
00AU,Islington,0.809968847352025,0.4386459058312358,1.5862944162436547,0.6170601523359891,72.83489096573209,2.176814253675011,60.15228426395939,2.417884712383574,14.766355140186915,1.7361533953452106,16.49746192893401,1.8330158378705923,11.588785046728972,1.566457232120178,21.763959390862944,2.0378874609646895,1605,1576,0.8528161530286928,0.8784838350055741
00AW,Kensington and Chelsea,x,x,1.1904761904761905,0.7338830728500768,x,x,63.21428571428571,3.2629793459760004,14.161220043572984,2.256604900241158,14.523809523809526,2.3841301614749226,8.061002178649238,1.7620077941614707,21.071428571428573,2.7595052326750706,918,840,0.9483471074380165,0.9438202247191011
00AX,Kingston upon Thames,1.4276846679081316,0.5794670950299893,1.3828238719068413,0.6176927980807302,81.06765983860956,1.9136438795587316,67.8311499272198,2.4708431694603536,10.42830540037244,1.4928886594849318,15.065502183406112,1.8921113480572835,7.076350093109869,1.2525726898081686,15.72052401746725,1.9253391635342898,1611,1374,0.9913846153846154,0.9821300929235168
00AY,Lambeth,2.1675238795003673,0.5471511146559364,0.9544468546637744,0.3970088792930681,73.3651726671565,1.6609391997561471,59.39262472885033,2.0052825396693366,12.894930198383541,1.2592589159572676,15.704989154013017,1.4856845583515446,11.572373254959588,1.2019572497254674,23.947939262472882,1.7425948284457322,2722,2305,0.9981664833149981,1
00AZ,Lewisham,0.7749535027898327,0.302643750218067,1.0032102728731942,0.39135218989062415,74.39553626782393,1.5063105331842324,59.87158908507223,1.9248531443138934,13.763174209547428,1.189019333625462,14.767255216693421,1.393202851944984,11.06633601983881,1.082725214289929,24.357945425361155,1.6856337262462175,3226,2492,0.9102708803611738,0.9155033063923586
00BA,Merton,0.935064935064935,0.4300573974505429,1.5315890236119976,0.608235549288899,79.68831168831169,1.7976944673680988,62.73133375877473,2.3947842772658574,11.012987012987013,1.3988187185637184,16.464582003828973,1.8368043191820105,8.363636363636363,1.2370209411740596,19.272495213784303,1.9535833712025577,1925,1567,0.8710407239819005,0.9115764979639325
00BB,Newham,2.3954908407703144,0.45933386353653,2.101188830522532,0.46747149158389717,73.46171911695632,1.3263654566782688,58.05916505391209,1.6083768337510378,11.22592766557069,0.9483102768819052,15.095382914017142,1.1668676532589974,12.916862376702678,1.007492487178042,24.744263201548243,1.4065039282393805,4258,3617,0.9659709618874773,0.95460543679071
00BC,Redbridge,1.7563739376770537,0.4333940509387556,2.2934338674206725,0.5201193238735239,74.36260623229461,1.44057707728566,60.9487904492617,1.6951096413117706,11.728045325779037,1.0615646582620013,13.57210179076343,1.190004307280589,12.152974504249292,1.0780206639375018,23.185673892554195,1.4663207400069223,3530,3183,0.9781102798559158,0.9754826846460313
00BD,Richmond upon Thames,0.4610655737704918,0.3006057600208799,0.981675392670157,0.4945045725913813,81.9672131147541,1.7059683358862474,74.41099476439791,2.188637465556776,11.219262295081968,1.400428633165358,13.93979057591623,1.737232303488057,6.352459016393443,1.082277379119852,10.667539267015707,1.548336479714701,1952,1528,0.9134300421151147,0.9004124926340601
