Unnamed: 0,Unnamed: 1,Underweight,Unnamed: 3,Unnamed: 4,Unnamed: 5,Healthy weight,Unnamed: 7,Unnamed: 8,Unnamed: 9,Overweight,Unnamed: 11,Unnamed: 12,Unnamed: 13,Obese,Unnamed: 15,Unnamed: 16,Unnamed: 17,Number of children measured,Unnamed: 19,Participation rate,Unnamed: 21
00BE,Southwark,1.21166224914805,0.4173397533958854,1.0837849103793247,0.4144086355474208,70.31427489587277,1.7427765578422054,57.065443934972905,1.9811328081821666,14.691404770920105,1.3504365539698664,15.381408920383494,1.4439576492001556,13.782658084059069,1.3149521015768566,26.469362234264278,1.7657507797843648,2641,2399,0.9182892906815021,0.9118206005321171
00BF,Sutton,1.1956521739130435,0.4967612179934317,1.6976998904709748,0.5926918519459025,79.07608695652173,1.8590936385694354,65.66265060240963,2.1785084328126487,11.576086956521738,1.462254550594978,14.676889375684556,1.6235550060434196,8.152173913043478,1.2506286838122322,17.96276013143483,1.761200142648412,1840,1826,0.8914728682170543,0.9254941713127217
00BG,Tower Hamlets,1.7007983339118362,0.47222965177154763,1.9925280199252802,0.5581509418877915,74.4186046511628,1.5935097434732055,58.23993358239934,1.9697489407380884,11.211384935786185,1.1522855615644942,14.15525114155251,1.3923086023808235,12.66921207913919,1.2148155418733682,25.612287256122872,1.7433903365743055,2881,2409,0.9402741514360313,0.9002242152466368
00BH,Waltham Forest,3.2144005143040824,0.6199023220579563,3.4906783022610077,0.7166174272994036,76.34201221472196,1.493614769829642,61.64220547401824,1.898513629166068,10.671809707489553,1.0851285765153997,14.518048393494645,1.3754320973311187,9.77177756348441,1.0435803272258515,20.3490678302261,1.5718659697166066,3111,2521,0.9487648673376029,0.9194018964259665
00BJ,Wandsworth,1.1211729193617939,0.42862680591253904,1.9895287958115182,0.6264068237950857,76.02414833980163,1.7380176340158988,61.832460732984295,2.179216971792121,13.065976714100906,1.3720097723356617,15.287958115183246,1.6143304696923346,9.788702026735661,1.2097187032813086,20.89005235602094,1.8236035945883553,2319,1910,0.9313253012048193,0.9478908188585607
00BK,Westminster,1.108213820078227,0.5240453902313456,1.3167520117044622,0.6045002073537861,74.1851368970013,2.1906367947805863,59.47329919531822,2.6034808163486898,12.711864406779661,1.6674746805116043,16.38624725676664,1.9629143553309594,11.994784876140809,1.6264003149566946,22.82370153621068,2.225654531674924,1534,1367,0.95875,0.9493055555555555
,,,,,,,,,,,,,,,,,,,,,
A,North East,0.5983029951410545,0.09101900201648802,1.0442211850328298,0.1253048258459955,75.76328957864965,0.5057557511372942,63.341507792105055,0.5939945555772947,13.7428384944521,0.406359468951738,14.219602879519025,0.4305154352417812,9.895568931757198,0.3524260806281645,21.39466814334309,0.5055099947299349,27578,25282,0.9792628364462751,0.9671397421674763
B,North West,0.9220851277444582,0.06808989975094583,1.2286039771006678,0.08198963213340514,75.80781526592513,0.30507266257347504,64.48152046952283,0.35619039268422303,13.61198446458295,0.24428467811111026,14.575973005321066,0.2626311173903543,9.65811514174747,0.21042605825820235,19.713902548055433,0.2961037177209734,75698,69347,0.9477769848126307,0.931820319533465
D,Yorkshire and The Humber,1.0497633229113903,0.08348615536382498,1.359264717288451,0.09993681103337383,76.8720197027126,0.3453928521756804,65.46769564880167,0.4103662370965376,12.963965694922358,0.2751558999158474,13.988210656945629,0.29936800825325643,9.114251279453633,0.23575924883198945,19.184828976964244,0.33983705288166755,57251,51572,0.9495778806123634,0.935546485260771
E,East Midlands,0.8750747690467223,0.08591934396296036,1.424579726077596,0.11115498647427954,77.00436429694942,0.3882015944756437,66.13531217076634,0.4439064894353684,13.179290635592281,0.3120574947198167,14.186248912097476,0.32727549076494866,8.941270298411572,0.2632311860824197,18.253859191058584,0.3623366204841289,45139,43662,0.924373361730013,0.921858834955556
F,West Midlands,1.1071159795969563,0.08386840201894416,1.459006732503527,0.0993131379534506,75.34576469604481,0.34545738264411513,63.412325660303225,0.39895492589521864,13.477715528054185,0.27371047548134836,14.591853134989375,0.29239804393908386,10.069403796304039,0.24119866641797175,20.53681447220387,0.33459474359466074,59795,55997,0.9471124908923876,0.9291332050175881
G,East,0.8321868393678064,0.07293182943274909,1.2163810841815832,0.09168028147159131,77.08298379249018,0.3374268303667242,67.0612014494601,0.39308655068558157,13.123720680514076,0.2710818329397111,14.055756869457545,0.29069272070930785,8.961108687627933,0.2293061328876524,17.666660596900776,0.31898021097813795,59602,54917,0.9408069200656649,0.9156037946614648
H,London,1.5227884581173876,0.08265623177224463,1.7137913513958887,0.09426446748472075,74.97479808821262,0.29237106533919743,61.26117466115544,0.35382509955970387,12.433733796653186,0.2227189349670814,15.123384737919007,0.2602203641204836,11.068679657016805,0.21176940777406195,21.90164924952967,0.3003876648963075,84319,72821,0.9299342685724369,0.9221933768125119
J,South East,0.8432106591395663,0.06198026740521722,1.1775137898209604,0.07634857528306446,78.28822255977227,0.2794602733032798,68.18887164708491,0.32963729176645795,12.684041191737732,0.22557959322409346,14.042797345051964,0.2458997003133916,8.184525589350429,0.1858141873706504,16.590817218042172,0.2632878819683575,83609,76687,0.9074224812511531,0.8946742110482413
K,South West,0.4848334162108404,0.061970049604416974,1.0029289074287744,0.09199516739032036,76.39855793137743,0.378837345082509,68.18585248957132,0.4300075183721534,14.333664843361513,0.31262568098157995,14.176355729120441,0.32203608893211444,8.782943809050224,0.25252187907979146,16.63486287387947,0.34381166971652377,48264,45068,0.9087040837459756,0.8718226486632878
,,,,,,,,,,,,,,,,,,,,,
64,England,0.9681203868786431,0.026085533624816526,1.3176462038182872,0.03175486626890047,76.41333567357346,0.11310072112068453,65.27446083903801,0.13258282729197604,13.182880527662563,0.09012709557264696,14.367935593405107,0.0976801963468105,9.43566341188534,0.0778775637179706,19.039957363738587,0.10933506827586292,541255,495353,0.9339003112684707,0.9178795970137361
