Unnamed: 0,Unnamed: 1,Underweight,Unnamed: 3,Unnamed: 4,Unnamed: 5,Healthy weight,Unnamed: 7,Unnamed: 8,Unnamed: 9,Overweight,Unnamed: 11,Unnamed: 12,Unnamed: 13,Obese,Unnamed: 15,Unnamed: 16,Unnamed: 17,Number of children measured,Unnamed: 19
,,Reception,,Year 6,,Reception,,Year 6,,Reception,,Year 6,,Reception,,Year 6,,,
Code,Area,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Reception,Year 6
,,,,,,,,,,,,,,,,,,,
00AB,Barking and Dagenham,0.8612440191387559,0.3962449250678752,1.1122345803842264,0.46228971857321915,70.76555023923446,1.9504610275785779,58.392315470171894,2.1727481000181,14.880382775119616,1.526162413421418,16.582406471183013,1.639446930892959,13.492822966507175,1.4650631744562295,23.91304347826087,1.8802573257919328,2090,1978
00AC,Barnet,2.1527077026572488,0.5217838427742298,1.958762886597938,0.5035835732135433,77.63202152707703,1.4981576083121804,65.49828178694158,1.7274741049468139,11.368987554658593,1.1412411932500188,13.711340206185568,1.249951164858223,8.846283215607132,1.0209190294910055,18.831615120274915,1.4207362686191232,2973,2910
00AD,Bexley,2.5894538606403015,0.6755852694802515,1.645021645021645,0.5188240583293623,77.16572504708098,1.7855784162429222,62.46753246753247,1.9749989039899698,10.64030131826742,1.3116588840905508,15.844155844155845,1.489405035000283,9.6045197740113,1.2533843842851742,20.043290043290042,1.6328567575441624,2124,2310
00AE,Brent,2.311352821210061,0.5430699202823138,1.8888888888888888,0.5135810037922522,75.56084296397009,1.5530737771178826,61.03703703703703,1.8397946777389893,11.4887831407206,1.1524888979123122,14.629629629629628,1.3332662857388318,10.63902107409925,1.114359634421876,22.444444444444443,1.5740101744952582,2942,2700
00AF,Bromley,1.6382699868938402,0.4504357001330896,1.7628759073625995,0.4796203900188245,81.02883355176932,1.391213546950541,70.16937435188386,1.6674542610415333,10.0262123197903,1.0657453283391378,12.409263740062219,1.2015754393890135,7.306684141546526,0.9234456996006963,15.658486000691324,1.324477323915329,3052,2893
00AG,Camden,1.239067055393586,0.5855572473615025,1.2067578439259854,0.6072408470347316,76.74927113702624,2.23606683040257,60.17699115044248,2.722510496663107,12.39067055393586,1.7440219507254866,16.492357200321802,2.063914830554561,9.620991253644315,1.5608927392884517,22.123893805309734,2.308448499269794,1372,1243
00AH,Croydon,0.8680555555555556,0.3093176044238089,1.3469985358711567,0.3866829702855134,75.4050925925926,1.4359753997511346,62.811127379209374,1.621216941272341,12.789351851851851,1.1136099175834036,14.612005856515372,1.1848671452454647,10.9375,1.0407119443382593,21.2298682284041,1.3717367310074582,3456,3415
