Unnamed: 0,Unnamed: 1,Underweight,Unnamed: 3,Unnamed: 4,Unnamed: 5,Healthy weight,Unnamed: 7,Unnamed: 8,Unnamed: 9,Overweight,Unnamed: 11,Unnamed: 12,Unnamed: 13,Obese,Unnamed: 15,Unnamed: 16,Unnamed: 17,Number of children measured,Unnamed: 19
,,Reception,,Year 6,,Reception,,Year 6,,Reception,,Year 6,,Reception,,Year 6,,,
Code,Area,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Prevalence %,95% confidence interval ±,Reception,Year 6
,,,,,,,,,,,,,,,,,,,
00AB,Barking and Dagenham,0.9713024282560706,0.4039872423697116,1.1954261954261955,0.4857450209618979,72.22958057395144,1.8448397423037448,58.52390852390852,2.2020340092304673,14.657836644591612,1.4568895972363842,16.06029106029106,1.6410389315068785,12.141280353200882,1.3453477555422553,24.22037422037422,1.9148074191327094,2265,1924
00AC,Barnet,1.4182058047493404,0.42094282485182966,1.2257405515832482,0.39800747958384847,76.05540897097626,1.5192312591480819,66.53047327204631,1.7068885200232031,13.060686015831136,1.1996269722074882,14.096016343207355,1.2587077746099498,9.465699208443272,1.042168755202421,18.147769833163093,1.3941097195523766,3032,2937
00AD,Bexley,0.7508833922261484,0.35567667745719195,0.9896907216494845,0.39406851855004527,76.7226148409894,1.7411436702746363,61.07216494845361,1.941035895013173,12.279151943462898,1.3522014943990146,16.577319587628867,1.4804065851659851,10.247349823321555,1.249497051904006,21.360824742268044,1.6315871142117335,2264,2425
00AE,Brent,1.858736059479554,0.48672504258706867,2.2005772005772006,0.5462183405373762,74.04528556944913,1.5798135696158253,60.569985569985576,1.8195836728007577,12.774586008786754,1.2029399362724946,14.285714285714285,1.3028889875807002,11.321392362284556,1.141848169205424,22.943722943722943,1.5655458244391975,2959,2772
00AF,Bromley,0.6681514476614699,0.2848568820810137,1.2354152367879203,0.4011298179798113,79.63728921412662,1.4080595790607233,67.26149622512011,1.7040821382241618,12.34489341393573,1.1502103839711546,15.54564172958133,1.3158100801974644,7.349665924276169,0.9124357541098123,15.957446808510639,1.329869942505,3143,2914
00AG,Camden,1.7088174982911826,0.6643233628703284,1.5822784810126582,0.6882156271281401,75.39302802460696,2.2078475640347333,61.70886075949367,2.680830303141345,11.346548188653452,1.6257513025862251,16.61392405063291,2.0527180189123966,11.551606288448394,1.6384778287663901,20.094936708860757,2.2099217029483476,1463,1264
00AH,Croydon,0.7399287476020828,0.27810123525606795,1.1005353955978583,0.35270597147427435,75.28089887640449,1.3998432623261579,63.02795954788816,1.6319887789671683,12.90764593039189,1.088013321462438,14.604402141582392,1.1939151633241225,11.071526445601535,1.0182275557739027,21.267102914931588,1.3833947310158816,3649,3362
